id,loan_amnt,funded_amnt,term,int_rate,installment,emp_length,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,mths_since_last_delinq,open_acc,revol_bal,total_acc,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,wtd_loans,interest_rate,int_rate2,num_rate,numrate,good
6735597,10000,10000, 36 months,11.55%,330,2 years,MORTGAGE,122500,Current,home_improvement,TX,17.94,0,3/20/94 8:47,29,17,20816,31,8564.88,1977.84,1435.12,542.72,,,11.55%,,,1
6735983,12000,12000, 36 months,14.33%,412.06,4 years,RENT,38400,Current,debt_consolidation,KS,20.37,0,11/27/09 10:03,,5,5015,6,10343.04,2465.64,1656.96,808.68,,,14.33%,,,1
6736460,1000,1000, 36 months,21.15%,37.76,7 years,RENT,91000,Current,medical,CA,13.03,0,7/2/03 9:02,,7,12143,24,873.94,226.2,126.06,100.14,,,21.15%,,,1
6736858,10000,10000, 36 months,16.78%,355.44,2 years,RENT,35556,Current,credit_card,FL,26.53,0,1/13/79 5:01,,9,12965,13,8662.62,2128.92,1337.38,791.54,,,16.78%,,,1
6737643,12000,12000, 36 months,6.03%,365.23,6 years,MORTGAGE,70000,Current,major_purchase,CA,15.41,0,5/7/97 4:51,,9,10180,17,10147.69,2190.9,1852.31,338.59,,,6.03%,,,1
6738061,3000,3000, 36 months,13.68%,102.07,4 years,RENT,68000,Current,small_business,IL,7.58,0,10/27/04 10:44,,15,5759,17,2581,612.42,419,193.42,,,13.68%,,,1
6738530,6000,6000, 36 months,9.71%,192.79,10+ years,MORTGAGE,70000,Current,credit_card,WI,7.59,0,12/16/01 10:32,,11,5059,22,5116.86,1156.74,883.14,273.6,,,9.71%,,,1
6738885,4800,4800, 36 months,21.15%,181.22,4 years,MORTGAGE,60000,Current,debt_consolidation,NJ,22.4,0,1/12/02 11:30,27,9,4363,20,4194.13,1087.32,605.87,481.45,,,21.15%,,,1
6739769,28000,28000, 60 months,10.64%,603.78,10+ years,MORTGAGE,67000,Current,debt_consolidation,WA,15.81,0,8/2/98 2:10,,13,38142,34,25826.9,3609.63,2173.1,1436.53,,,10.64%,,,1
6744916,22000,22000, 60 months,21.15%,597.04,10+ years,RENT,56400,Current,credit_card,WA,19.38,0,3/15/91 4:30,,7,10903,34,20687.61,3582.24,1312.39,2269.85,,,21.15%,,,1
6764602,9600,9600, 36 months,18.85%,351.18,2 years,MORTGAGE,49064,Current,debt_consolidation,MA,24.04,0,11/17/06 4:00,52,19,8502,25,8350.64,2105.16,1249.36,855.8,,,18.85%,,,1
6765061,35000,35000, 36 months,15.22%,1217.07,8 years,MORTGAGE,110000,Current,debt_consolidation,NC,26.24,0,5/25/94 10:18,35,17,67539,48,30211.59,7302.24,4788.41,2513.83,,,15.22%,,,1
6765522,7200,7200, 36 months,14.33%,247.24,2 years,RENT,60000,Current,debt_consolidation,TX,13.5,1,9/29/04 7:36,12,14,12303,24,6206.96,1477.68,993.04,484.64,,,14.33%,,,1
6784893,5300,5300, 36 months,12.35%,176.93,10+ years,MORTGAGE,30867.2,Current,debt_consolidation,NY,17.61,0,10/11/02 11:26,,10,3659,16,1388.96,4061.58,3911.04,150.54,,,12.35%,,,1
6785364,24000,24000, 60 months,15.88%,582.11,8 years,MORTGAGE,65000,Current,debt_consolidation,OR,26.25,0,11/11/96 9:04,,11,10524,21,22363.7,3483.66,1636.3,1847.36,,,15.88%,,,1
6785938,10000,10000, 36 months,10.64%,325.69,10+ years,MORTGAGE,170000,Current,debt_consolidation,NY,9.96,0,3/25/06 2:10,,6,47027,10,8545.96,1954.14,1454.04,500.1,,,10.64%,,,1
6786963,20000,20000, 60 months,14.33%,468.8,10+ years,MORTGAGE,75000,Current,debt_consolidation,MD,14.98,0,2/27/00 5:49,,9,29274,22,18578.35,2812.8,1421.65,1391.15,,,14.33%,,,1
6787364,13600,13600, 36 months,8.90%,431.85,1 year,MORTGAGE,56500,Current,debt_consolidation,CO,10.1,1,1/12/03 5:02,8,12,9546,27,11578.35,2589.25,2021.65,567.6,,,8.90%,,,1
6787943,12000,12000, 36 months,9.71%,385.58,10+ years,MORTGAGE,50000,Current,debt_consolidation,MN,12.74,1,1/29/00 8:22,20,9,15812,15,10235.97,2310.53,1764.03,546.5,,,9.71%,,,1
6788385,19500,19500, 36 months,11.55%,643.5,5 years,MORTGAGE,54000,Current,debt_consolidation,AZ,13.58,0,12/20/01 11:44,,7,9828,21,17179.57,3213.45,2320.43,893.02,,,11.55%,,,1
6788907,16000,16000, 36 months,15.88%,561.57,10+ years,RENT,95000,Current,other,MA,3.08,0,6/30/94 5:30,75,7,62690,13,9724.42,7368.37,6275.58,1092.79,,,15.88%,,,1
6789454,3100,3100, 36 months,17.56%,111.39,2 years,RENT,36000,Current,debt_consolidation,AL,29.4,0,10/28/00 8:43,,9,23131,29,2689.55,667.54,410.45,257.09,,,17.56%,,,1
6790035,1800,1800, 36 months,20.31%,67.18,< 1 year,RENT,60000,Current,debt_consolidation,CA,21.69,0,8/13/03 5:25,,8,12513,23,1303.07,667.53,496.93,170.6,,,20.31%,,,1
6795098,22000,22000, 60 months,15.22%,525.93,4 years,OWN,50000,Current,debt_consolidation,PA,24.38,1,10/7/97 3:44,6,13,21238,32,20475.24,3146.52,1524.76,1621.76,,,15.22%,,,1
6804603,15000,15000, 60 months,18.85%,387.88,1 year,OWN,65000,Current,debt_consolidation,CT,6.89,1,11/10/96 10:10,1,13,13024,30,14050.26,2326.23,949.74,1376.49,,,18.85%,,,1
6805133,8000,8000, 36 months,10.64%,260.55,3 years,MORTGAGE,50000,Current,debt_consolidation,WA,24.14,0,3/6/98 3:58,,11,8321,15,6838.75,1560.66,1161.25,399.41,,,10.64%,,,1
6805477,13500,13500, 36 months,15.22%,469.44,10+ years,MORTGAGE,52000,Current,debt_consolidation,TX,14.77,0,10/6/86 8:23,51,17,16026,36,11656.85,2810.74,1843.15,967.59,,,15.22%,,,1
6806062,34000,34000, 60 months,20.31%,906.67,10+ years,MORTGAGE,75686,Current,debt_consolidation,CA,10.97,1,3/31/82 6:27,17,9,11366,30,31928.02,5436.48,2071.98,3364.5,,,20.31%,,,1
6806573,30225,30225, 36 months,21.15%,1141.06,10+ years,MORTGAGE,70000,Current,home_improvement,SC,13.49,0,10/5/92 2:12,,21,25539,23,26410.61,6845.76,3814.39,3031.37,,,21.15%,,,1
6807715,1200,1200, 36 months,15.22%,41.73,10+ years,MORTGAGE,46000,Current,debt_consolidation,NC,10.36,1,8/22/01 6:42,12,10,9028,14,1037.02,248.53,162.98,85.55,,,15.22%,,,1
6808221,10000,10000, 60 months,10.64%,215.64,7 years,MORTGAGE,60000,Current,debt_consolidation,PA,11.52,0,10/14/91 4:55,,8,15013,20,9223.35,1290.04,776.65,513.39,,,10.64%,,,1
6809858,12875,12875, 60 months,16.78%,318.46,10+ years,MORTGAGE,41683,Current,debt_consolidation,UT,17.8,0,12/22/94 12:08,,14,83,29,12014.87,1910.76,860.13,1050.63,,,16.78%,,,1
6814871,35000,35000, 36 months,12.35%,1168.37,n/a,MORTGAGE,79432.2,Current,debt_consolidation,CT,6.77,0,11/25/82 10:22,25,17,24331,22,30031.36,7000.57,4968.64,2031.93,,,12.35%,,,1
6815274,12000,12000, 60 months,12.35%,269.07,10+ years,MORTGAGE,66000,Current,debt_consolidation,LA,24.02,0,4/4/93 7:05,,14,23263,32,11104.16,1613.77,895.84,717.93,,,12.35%,,,1
6815727,25450,25450, 60 months,16.78%,629.5,5 years,RENT,57200,Current,credit_card,NM,27.17,0,8/4/98 11:18,,17,35469,53,23749.92,3776.7,1700.08,2076.62,,,16.78%,,,1
6816680,8000,8000, 36 months,18.85%,292.65,5 years,MORTGAGE,65000,Current,debt_consolidation,UT,20.58,3,5/7/98 3:17,22,25,9804,44,6958.03,1755.72,1041.97,713.75,,,18.85%,,,1
6817206,6000,6000, 36 months,11.55%,198,10+ years,MORTGAGE,50000,Current,debt_consolidation,FL,27.74,1,9/29/82 1:10,8,7,14261,23,5139.15,1186.4,860.85,325.55,,,11.55%,,,1
6818245,16000,16000, 60 months,17.56%,402.48,10+ years,RENT,45000,Current,debt_consolidation,HI,21.04,0,3/2/94 9:30,,5,15830,8,15135.25,2007.8,864.75,1143.05,,,17.56%,,,1
6819341,30225,30225, 60 months,16.99%,751.01,7 years,MORTGAGE,105000,Current,debt_consolidation,NY,14.96,0,11/20/00 12:00,,22,29743,50,29574.35,1501.86,650.65,851.21,,,16.99%,,,1
6819930,6000,6000, 36 months,11.55%,198,2 years,RENT,60000,Current,debt_consolidation,OR,4.02,0,7/23/07 3:34,,6,3465,6,5138.86,1186.8,861.14,325.66,,,11.55%,,,1
6824893,24000,24000, 36 months,14.33%,824.12,< 1 year,RENT,67300,Current,credit_card,OH,21.45,0,9/6/03 12:02,,10,23345,25,20677.05,4944.72,3322.95,1621.77,,,14.33%,,,1
6825501,1200,1200, 36 months,21.15%,45.31,3 years,OWN,14000,Current,debt_consolidation,WA,5.83,0,10/10/08 5:49,,15,1574,15,1048.73,271.44,151.27,120.17,,,21.15%,,,1
6826066,18000,18000, 36 months,9.71%,578.37,10+ years,MORTGAGE,90000,Current,credit_card,GA,26.29,1,11/4/87 4:57,20,20,25251,31,15353.21,3466.77,2646.79,819.98,,,9.71%,,,1
6826510,8000,8000, 36 months,12.35%,267.06,10+ years,MORTGAGE,50000,Current,car,MI,32.95,1,5/17/99 6:51,17,18,9912,40,4947.72,3368.24,3052.28,315.96,,,12.35%,,,1
6826932,10000,10000, 36 months,6.03%,304.36,1 year,MORTGAGE,63000,Current,credit_card,CT,8.32,0,8/1/99 5:25,,9,8883,17,8457.58,1824.36,1542.42,281.94,,,6.03%,,,1
6827318,5000,5000, 36 months,11.55%,165,3 years,RENT,29000,Current,credit_card,CA,5.92,0,10/28/05 4:57,,4,5134,6,4283.79,987.05,716.21,270.84,,,11.55%,,,1
6827723,21200,21200, 36 months,11.55%,699.6,10+ years,OWN,60000,Current,debt_consolidation,CA,19.49,0,3/23/84 7:45,,12,27326,16,18678.68,3491.65,2521.32,970.33,,,11.55%,,,1
6828234,16000,16000, 36 months,8.90%,508.06,10+ years,MORTGAGE,106528,Current,debt_consolidation,NV,8.53,0,5/5/99 11:27,,9,10623,21,13622.69,3044.76,2377.31,667.45,,,8.90%,,,1
6828786,18550,18550, 60 months,14.33%,434.81,7 years,MORTGAGE,42000,Current,debt_consolidation,OK,8.71,0,11/25/95 4:45,,10,14195,14,17458.22,2173.15,1091.78,1081.37,,,14.33%,,,1
6829379,20000,20000, 60 months,16.78%,494.69,3 years,RENT,56000,Current,debt_consolidation,TX,27.12,0,5/11/98 8:31,,13,22665,23,18897.16,2467.25,1102.84,1364.41,,,16.78%,,,1
6829942,35000,35000, 36 months,14.33%,1201.84,4 years,OWN,108000,Current,debt_consolidation,NC,24.72,0,8/28/00 5:37,,17,18103,26,30156.95,7206.69,4843.05,2363.64,,,14.33%,,,1
6835098,22000,22000, 60 months,15.22%,525.93,2 years,MORTGAGE,89000,Current,debt_consolidation,NM,18.5,0,12/5/99 2:35,,10,29661,36,20734.19,2628.85,1265.81,1363.04,,,15.22%,,,1
6835571,3600,3600, 36 months,18.25%,130.61,10+ years,RENT,28000,Current,other,NJ,27.73,0,12/26/05 12:46,,7,12472,14,3127.51,783.11,472.49,310.62,,,18.25%,,,1
6836631,12000,12000, 36 months,16.20%,423.08,< 1 year,RENT,39300,Current,credit_card,DC,13.34,0,8/12/08 7:51,,9,8657,11,10658.88,2115.4,1341.12,774.28,,,16.20%,,,1
6837197,10000,10000, 60 months,12.35%,224.22,n/a,RENT,30000,Current,debt_consolidation,NY,8.42,0,4/30/94 6:01,,6,6417,16,9253.19,1345.32,746.81,598.51,,,12.35%,,,1
6837625,24000,24000, 60 months,15.22%,573.74,5 years,RENT,68000,Fully Paid,credit_card,MD,10.48,0,10/22/95 2:28,,20,28000,25,0,24304.53,24000,304.53,,,15.22%,,,1
6838153,20000,20000, 60 months,14.33%,468.8,2 years,MORTGAGE,50000,Current,debt_consolidation,TX,18.17,0,11/6/98 10:23,,10,14398,20,18822.55,2343.65,1177.45,1166.2,,,14.33%,,,1
6838616,6000,6000, 60 months,9.71%,126.63,< 1 year,OWN,46610,Current,major_purchase,VA,2.14,0,4/29/00 4:09,54,6,6824,12,5521.94,759.78,478.06,281.72,,,9.71%,,,1
6839161,34000,34000, 36 months,20.31%,1268.94,10+ years,MORTGAGE,120000,Current,home_improvement,MD,19.69,1,3/23/73 6:24,19,8,18588,18,29658.98,7613.64,4341.02,3272.62,,,20.31%,,,1
6839670,24000,24000, 60 months,18.85%,620.6,8 years,MORTGAGE,60000,Current,debt_consolidation,OH,32.7,0,10/30/88 1:44,,13,20378,30,22482.03,3718.05,1517.97,2200.08,,,18.85%,,,1
6844987,6000,6000, 36 months,17.56%,215.6,5 years,RENT,40000,Current,credit_card,WA,16.26,0,12/16/96 10:18,,6,5097,7,5205.6,1291.95,794.4,497.55,,,17.56%,,,1
6855409,10000,10000, 36 months,14.33%,343.39,3 years,MORTGAGE,70000,Current,other,TX,11.16,0,6/2/95 9:08,43,8,7053,14,8616.57,2058.59,1383.43,675.16,,,14.33%,,,1
6874967,21250,21250, 60 months,15.88%,515.41,10+ years,MORTGAGE,48000,Current,debt_consolidation,IN,18.88,0,4/17/96 6:18,,6,21348,13,19801.19,3084.54,1448.81,1635.73,,,15.88%,,,1
6875488,9000,9000, 36 months,9.71%,289.19,5 years,MORTGAGE,80000,Current,credit_card,MD,13.38,0,12/1/04 5:34,64,17,9931,29,7676.75,1733.19,1323.25,409.94,,,9.71%,,,1
6875907,10000,10000, 36 months,12.35%,333.82,5 years,RENT,97200,Current,credit_card,TX,18.99,0,8/18/88 10:24,,18,50098,34,8823.44,1666.3,1176.56,489.74,,,12.35%,,,1
6876372,3400,3400, 36 months,10.64%,110.74,< 1 year,RENT,35000,Current,debt_consolidation,CA,17.07,0,1/27/01 8:51,,10,16295,24,2905.59,664.44,494.41,170.03,,,10.64%,,,1
6876818,12875,12875, 36 months,13.68%,438.04,10+ years,MORTGAGE,51232,Current,debt_consolidation,FL,32.72,0,6/5/93 8:03,,9,4155,31,11077.13,2627.82,1797.87,829.95,,,13.68%,,,1
6878053,6000,6000, 36 months,15.88%,210.59,2 years,OWN,70000,Current,debt_consolidation,OH,17.29,0,9/23/01 8:08,71,14,13751,27,5187.06,1262.44,812.94,449.5,,,15.88%,,,1
6878441,9600,9600, 36 months,10.64%,312.66,10+ years,MORTGAGE,60000,Current,debt_consolidation,MD,20.88,0,7/28/89 9:12,,16,23821,43,8204.14,1875.96,1395.86,480.1,,,10.64%,,,1
6884647,10000,10000, 36 months,6.62%,307.04,2 years,MORTGAGE,45700,Current,credit_card,FL,5.2,1,7/1/94 7:44,20,6,11289,15,8470.38,1839.09,1529.62,309.47,,,6.62%,,,1
6885192,28100,28100, 36 months,13.68%,956.03,10+ years,RENT,63000,Current,credit_card,MI,29.92,0,4/12/98 1:11,,12,29685,32,24175.49,5736.18,3924.51,1811.67,,,13.68%,,,1
6885558,20000,20000, 60 months,17.56%,503.1,3 years,RENT,93500,Current,debt_consolidation,CA,23.59,0,2/1/00 7:36,75,25,7220,43,18690.3,3018.6,1309.7,1708.9,,,17.56%,,,1
6886079,1500,1500, 36 months,24.08%,58.92,5 years,MORTGAGE,63000,Current,other,CA,18.11,3,7/5/05 1:33,3,9,14229,15,1318.22,353.42,181.78,171.64,,,24.08%,,,1
6886541,6000,6000, 36 months,18.85%,219.49,1 year,RENT,32000,Current,other,RI,18.79,1,1/2/06 5:52,19,4,402,7,5218.81,1316.29,781.19,535.1,,,18.85%,,,1
6887215,8000,8000, 36 months,12.35%,267.06,2 years,RENT,24000,Current,debt_consolidation,NJ,13.05,0,9/30/06 6:58,,5,8838,8,6864.53,1615,1135.47,464.56,,,12.35%,,,1
6887596,4000,4000, 36 months,19.52%,147.68,1 year,MORTGAGE,69000,Current,debt_consolidation,SC,11.58,0,10/2/00 2:00,,12,3362,41,3483.72,886.08,516.28,369.8,,,19.52%,,,1
6888099,1400,1400, 36 months,19.52%,51.69,4 years,RENT,29700,Current,vacation,NJ,25.86,0,2/17/04 7:09,50,9,8331,20,1219.52,309.74,180.48,129.26,,,19.52%,,,1
6888952,15300,15300, 36 months,12.35%,510.75,5 years,RENT,44000,Current,credit_card,WA,22.54,0,4/6/00 4:24,42,14,16641,27,13128.65,3059.3,2171.35,887.95,,,12.35%,,,1
6889446,20000,20000, 36 months,11.55%,660,4 years,MORTGAGE,80000,Current,credit_card,FL,14.28,0,11/1/89 5:31,44,15,18748,33,17126.63,3960,2873.37,1086.63,,,11.55%,,,1
6889788,8050,8050, 60 months,24.50%,233.93,10+ years,RENT,76000,Current,debt_consolidation,CA,13.14,0,9/10/99 11:02,44,10,7502,29,7610.65,1403.58,439.35,964.23,,,24.50%,,,1
6894693,3500,3500, 36 months,18.25%,126.98,n/a,OWN,25000,Current,medical,TX,21.75,0,12/20/84 8:18,,5,8676,21,3040.92,760.88,459.08,301.8,,,18.25%,,,1
6895109,24000,24000, 60 months,24.08%,691.55,5 years,MORTGAGE,57000,Current,debt_consolidation,OR,26,1,7/12/92 11:50,21,10,19250,14,22907.39,3457.35,1092.61,2364.74,,,24.08%,,,1
6895595,5200,5200, 36 months,9.71%,167.09,5 years,RENT,35000,Current,credit_card,CA,6.87,0,3/19/03 4:55,,7,5809,14,4435.42,1001.44,764.58,236.86,,,9.71%,,,1
6896097,2500,2500, 36 months,16.78%,88.86,1 year,MORTGAGE,55000,Current,other,WI,22.38,0,7/11/81 3:13,,12,28250,30,2165.07,533.16,334.93,198.23,,,16.78%,,,1
6896960,18000,18000, 36 months,8.90%,571.56,10+ years,OWN,80000,Current,debt_consolidation,MD,21.29,2,12/29/83 4:00,7,11,7887,25,15326,3424.76,2674,750.76,,,8.90%,,,1
6897575,6350,6350, 36 months,16.78%,225.71,3 years,OWN,36000,Current,debt_consolidation,FL,21.5,0,9/19/97 5:53,,9,18539,21,5646.38,1127.95,703.62,424.33,,,16.78%,,,1
6897943,15000,15000, 36 months,18.25%,544.17,10+ years,MORTGAGE,60000,Current,debt_consolidation,OH,17.04,0,11/7/99 3:48,,7,10392,16,13031.32,3263.07,1968.68,1294.39,,,18.25%,,,1
6898384,3600,3600, 36 months,21.60%,136.75,< 1 year,MORTGAGE,80000,Current,credit_card,MO,15.53,0,11/10/93 4:51,28,10,8066,38,3149,819.4,451,368.4,,,21.60%,,,1
6898873,3000,3000, 36 months,17.56%,107.8,10+ years,MORTGAGE,86652,Current,other,AL,16.12,4,1/27/79 3:44,12,17,9602,37,2602.3,646.8,397.7,249.1,,,17.56%,,,1
6899245,5000,5000, 36 months,9.71%,160.66,2 years,RENT,70000,Current,debt_consolidation,CA,11.74,0,10/2/06 11:07,,9,3667,13,4264.04,963.96,735.96,228,,,9.71%,,,1
6899598,20500,20500, 36 months,12.35%,684.33,10+ years,RENT,54400,Current,debt_consolidation,AL,19.49,0,7/30/07 12:07,,12,14483,14,18087.2,3417.15,2412.8,1004.35,,,12.35%,,,1
6899979,12800,12800, 36 months,17.76%,461.22,6 years,RENT,120000,Current,debt_consolidation,CA,18.57,1,6/5/97 12:53,7,13,34979,27,11688.77,1844.44,1111.23,733.21,,,17.76%,,,1
6904993,31300,31300, 36 months,13.05%,1055.38,10+ years,OWN,70000,Current,debt_consolidation,TX,29.97,0,2/14/92 8:38,80,8,23930,21,26892.16,6331.63,4407.84,1923.79,,,13.05%,,,1
6905507,10500,10500, 60 months,14.33%,246.12,10+ years,MORTGAGE,102000,Current,home_improvement,TX,13.12,0,9/21/90 6:54,,13,12899,29,9753.63,1476.72,746.37,730.35,,,14.33%,,,1
6906121,16000,16000, 36 months,6.03%,486.97,< 1 year,OWN,60000,Current,debt_consolidation,CA,23.32,0,11/5/93 1:24,,18,10400,43,13530.57,2920.82,2469.43,451.39,,,6.03%,,,1
6907100,7125,7125, 60 months,14.33%,167.01,6 years,MORTGAGE,95000,Current,debt_consolidation,MI,0.82,0,4/25/96 6:13,78,11,1536,20,6618.99,1001.16,506.01,495.15,,,14.33%,,,1
4684825,25000,25000, 60 months,16.29%,611.82,10+ years,MORTGAGE,64300,Current,credit_card,TX,22.18,0,12/20/91 12:46,,16,33309,46,22102.95,6118.2,2897.05,3221.15,,,16.29%,,,1
4704567,28000,28000, 60 months,17.27%,699.95,6 years,MORTGAGE,115000,Current,credit_card,NJ,19.37,0,8/22/91 4:10,,8,59373,22,24830.38,6999.23,3169.62,3829.61,,,17.27%,,,1
4704887,4000,4000, 36 months,18.75%,146.12,1 year,RENT,40000,Current,debt_consolidation,NY,4.53,0,11/26/07 2:34,41,8,3169,10,3198.68,1314.99,801.32,513.67,,,18.75%,,,1
4734697,15000,15000, 36 months,7.90%,469.36,7 years,RENT,42600,Current,debt_consolidation,WA,19.85,1,1/15/97 7:10,6,19,13477,33,11966.8,3753.76,3033.2,720.56,,,7.90%,,,1
4764682,10625,10625, 36 months,10.16%,343.64,3 years,MORTGAGE,42000,Current,credit_card,NV,6.43,0,10/8/05 7:37,,13,6405,25,7976.25,3450.43,2648.75,801.68,,,10.16%,,,1
4765062,25475,25475, 36 months,7.90%,797.12,10+ years,MORTGAGE,63000,Current,debt_consolidation,OR,6.65,0,8/30/01 5:18,58,5,15836,24,19662.84,7169.13,5812.16,1356.97,,,7.90%,,,1
4765358,20000,20000, 36 months,7.62%,623.23,10+ years,MORTGAGE,175000,Current,home_improvement,FL,16.8,0,9/23/85 5:04,42,13,163343,32,14893.47,6232.3,5106.53,1125.77,,,7.62%,,,1
4765750,15000,15000, 36 months,13.11%,506.21,2 years,MORTGAGE,60000,Current,debt_consolidation,TX,23.44,1,7/16/04 6:22,11,11,9960,22,11403.36,5062.1,3596.65,1465.45,,,13.11%,,,1
4766141,1100,1100, 36 months,17.27%,39.37,n/a,MORTGAGE,20000,Current,credit_card,AR,13.56,0,12/1/95 12:32,,11,7201,17,876.05,353.52,223.95,129.57,,,17.27%,,,1
4766517,21250,21250, 36 months,14.09%,727.21,1 year,RENT,48000,Fully Paid,debt_consolidation,NY,28.93,0,12/29/01 5:21,,15,20934,33,0,22661.57,21250,1411.57,,,14.09%,,,1
4766927,10000,10000, 36 months,19.05%,366.82,10+ years,RENT,92000,Current,debt_consolidation,CA,15.63,0,7/23/80 9:10,56,18,7771,52,7764.19,3668.2,2235.81,1432.39,,,19.05%,,,1
4767317,22250,22250, 60 months,16.29%,544.52,10+ years,MORTGAGE,50000,Current,debt_consolidation,IN,26.54,1,7/6/89 4:17,13,10,19524,38,19945.38,4900.68,2304.62,2596.06,,,16.29%,,,1
4767671,19125,19125, 60 months,14.33%,448.29,1 year,MORTGAGE,65000,Current,debt_consolidation,CT,17.8,0,12/1/01 6:03,,16,21246,35,17054.65,4022.85,2070.35,1952.5,,,14.33%,,,1
4768256,12300,12300, 36 months,14.09%,420.93,10+ years,MORTGAGE,120000,Current,debt_consolidation,CA,5.77,0,8/17/87 5:57,43,11,7610,36,9384.16,4209.3,2915.84,1293.46,,,14.09%,,,1
4774873,10000,10000, 36 months,16.29%,353.01,10+ years,MORTGAGE,48000,Current,debt_consolidation,IN,32.65,0,1/22/03 11:01,42,9,9038,26,7937.16,3173.85,2062.84,1111.01,,,16.29%,,,1
4775308,9500,9500, 36 months,10.16%,307.26,4 years,RENT,42000,Current,debt_consolidation,CA,21.1,0,7/3/01 3:07,,9,3923,16,7395.34,2755.74,2104.66,651.08,,,10.16%,,,1
4775580,14675,14675, 60 months,23.76%,420.13,10+ years,RENT,40400,Current,debt_consolidation,CA,9.3,0,9/22/91 8:59,,9,10406,12,12112.14,4887.64,2562.86,2324.78,,,23.76%,,,1
4776010,8000,8000, 36 months,19.05%,293.46,10+ years,RENT,54340,Current,debt_consolidation,MD,9.01,0,12/2/89 9:42,,11,5786,27,6405.62,2637,1594.38,1042.62,,,19.05%,,,1
4776350,15000,15000, 36 months,13.11%,506.21,6 years,RENT,92000,Current,credit_card,GA,16.37,0,12/18/86 2:31,,14,63060,25,11403.35,5062.1,3596.65,1465.45,,,13.11%,,,1
4776612,9600,9600, 36 months,14.09%,328.53,10+ years,MORTGAGE,36835,Current,debt_consolidation,KS,26.52,0,11/30/91 2:23,,13,12315,27,7567.97,2950.92,2032.03,918.89,,,14.09%,,,1
4776944,35000,35000, 36 months,17.77%,1261.3,10+ years,MORTGAGE,200000,Current,home_improvement,GA,6.25,0,7/3/01 9:42,,21,34194,37,27903.56,11350.53,7096.44,4254.09,,,17.77%,,,1
4777355,10000,10000, 36 months,10.16%,323.43,1 year,RENT,48000,Current,debt_consolidation,CA,7.35,0,10/27/96 4:20,26,6,4073,19,7523.23,3229.17,2476.77,752.4,,,10.16%,,,1
4777829,9600,9600, 36 months,15.31%,334.25,3 years,RENT,55000,Current,wedding,NJ,12.68,0,10/17/04 2:51,,10,9341,18,7594.12,3007.85,2005.88,1001.97,,,15.31%,,,1
4778399,21000,21000, 36 months,7.62%,654.39,8 years,MORTGAGE,155000,Fully Paid,credit_card,CA,26.43,0,4/28/95 10:06,,13,35034,29,0,22076.48897,21000,1076.49,,,7.62%,,,1
4785178,24000,24000, 36 months,14.33%,824.12,8 years,RENT,88262,Current,credit_card,CA,5.42,0,6/26/02 3:22,,7,18196,15,18326.56,8241.2,5673.44,2567.76,,,14.33%,,,1
4785452,2400,2400, 36 months,11.14%,78.74,5 years,MORTGAGE,39000,Current,credit_card,CA,9.94,0,9/2/01 12:56,,7,3003,15,1872.71,708.48,527.29,181.19,,,11.14%,,,1
4785737,21000,21000, 36 months,6.62%,644.78,10+ years,MORTGAGE,120328,Fully Paid,credit_card,GA,23.97,0,2/25/91 5:06,,12,62398,26,0,21549.91,21000,549.91,,,6.62%,,,1
4786093,8000,8000, 36 months,10.64%,260.55,3 years,RENT,25000,Current,debt_consolidation,FL,18.67,0,10/10/99 12:20,,5,8729,12,6640.15,1819.44,1359.85,459.59,,,10.64%,,,1
4786446,10000,10000, 36 months,14.09%,342.22,2 years,RENT,35000,Current,debt_consolidation,OR,12.82,0,8/31/01 6:14,,14,9035,25,7880.15,3078.45,2119.85,958.6,,,14.09%,,,1
4786887,4800,4800, 36 months,21.00%,180.85,5 years,RENT,42000,Current,medical,WA,8.46,0,10/27/96 8:29,25,5,3028,19,3864.78,1627.65,935.22,692.43,,,21.00%,,,1
4787314,33950,33950, 60 months,23.76%,971.95,4 years,RENT,85000,Current,small_business,HI,30.95,1,6/14/99 5:00,9,17,13526,34,31033.54,8732.52,2916.46,5816.06,,,23.76%,,,1
4787666,5375,5375, 36 months,14.09%,183.94,2 years,RENT,32000,Current,credit_card,UT,9.71,0,4/19/04 7:51,,7,8586,13,4236.47,1653.39,1138.53,514.86,,,14.09%,,,1
4788012,9600,9600, 36 months,15.80%,336.57,10+ years,MORTGAGE,72000,Fully Paid,other,CA,29.57,0,7/24/03 1:55,,8,31812,32,0,9970.08,9600,370.08,,,15.80%,,,1
4788327,19000,19000, 36 months,18.75%,694.07,6 years,RENT,50000,Fully Paid,debt_consolidation,WI,15.12,0,3/15/03 2:12,,9,9735,17,0,21195.69,19000,2195.69,,,18.75%,,,1
4795088,17000,17000, 36 months,8.90%,539.81,1 year,MORTGAGE,75000,Current,credit_card,DE,18.54,1,6/1/01 3:22,18,12,18479,37,12721.89,5398.1,4278.11,1119.99,,,8.90%,,,1
4795399,24250,24250, 60 months,17.77%,612.77,10+ years,RENT,55000,Current,debt_consolidation,MO,34.97,0,11/16/98 4:04,,12,36635,35,21539.17,6123.74,2710.83,3412.91,,,17.77%,,,1
